,x
23224,4.50E-07
23225,4.69E-07
23226,4.83E-07
23227,4.61E-07
23228,4.64E-07
23229,4.30E-07
23230,4.50E-07
23231,4.87E-07
23232,4.75E-07
23233,4.83E-07
23234,4.68E-07
23235,4.97E-07
23236,4.95E-07
23237,4.97E-07
23238,4.57E-07
23239,4.70E-07
23240,4.77E-07
23241,4.33E-07
23242,4.53E-07
23243,4.40E-07
23244,4.45E-07
23245,4.63E-07
23246,4.71E-07
23247,4.81E-07
23248,4.49E-07
23249,4.65E-07
23250,4.33E-07
23251,4.78E-07
23252,4.67E-07
23253,4.76E-07
23254,4.52E-07
23255,4.73E-07
23256,5.20E-07
23257,4.39E-07
23258,4.57E-07
23259,4.65E-07
23260,4.59E-07
23261,4.26E-07
23262,4.46E-07
23263,4.41E-07
23264,4.65E-07
23265,4.47E-07
23266,4.86E-07
23267,4.35E-07
23268,4.85E-07
23269,4.85E-07
23270,4.58E-07
23271,4.83E-07
23272,4.59E-07
23273,4.55E-07
23274,4.67E-07
23275,4.68E-07
23276,4.68E-07
23277,4.99E-07
23278,4.57E-07
23279,5.10E-07
23280,4.31E-07
23281,4.76E-07
23282,4.43E-07
23283,4.53E-07
23284,4.55E-07
23285,4.41E-07
23286,4.59E-07
23287,4.66E-07
23288,4.52E-07
23289,4.42E-07
23290,4.89E-07
23291,4.88E-07
23292,4.33E-07
23293,4.44E-07
23294,5.00E-07
23295,4.81E-07
23296,4.86E-07
23297,4.87E-07
23298,4.62E-07
23299,4.73E-07
23300,4.92E-07
23301,4.28E-07
23302,4.37E-07
23303,4.79E-07
23304,4.48E-07
23305,4.75E-07
23306,4.56E-07
23307,4.64E-07
23308,4.47E-07
23309,4.58E-07
23310,4.55E-07
23311,4.95E-07
23312,4.19E-07
23313,4.69E-07
23314,4.54E-07
23315,4.60E-07
23316,4.78E-07
23317,4.97E-07
23318,4.49E-07
23319,4.68E-07
23320,4.80E-07
23321,4.66E-07
23322,4.63E-07
23323,4.77E-07
23324,4.99E-07
23325,5.12E-07
23326,4.47E-07
23327,4.48E-07
23328,4.98E-07
23329,4.67E-07
23330,4.14E-07
23331,4.97E-07
23332,4.11E-07
23333,4.61E-07
23334,4.81E-07
23335,4.61E-07
23336,4.44E-07
23337,4.34E-07
23338,4.37E-07
23339,4.53E-07
23340,4.82E-07
23341,4.54E-07
23342,4.48E-07
23343,4.55E-07
23344,4.52E-07
23345,5.12E-07
23346,4.82E-07
23347,4.96E-07
23348,4.85E-07
23349,5.12E-07
23350,4.53E-07
23351,4.66E-07
23352,4.89E-07
23353,4.67E-07
23354,4.65E-07
23355,4.63E-07
23356,4.27E-07
23357,4.66E-07
23358,4.56E-07
23359,4.72E-07
23360,4.46E-07
23361,4.95E-07
23362,4.43E-07
23363,4.13E-07
23364,4.63E-07
23365,4.69E-07
23366,4.59E-07
23367,4.68E-07
23368,4.68E-07
23369,4.97E-07
23370,4.81E-07
23371,4.34E-07
23372,4.35E-07
23373,4.58E-07
23374,5.02E-07
23375,4.37E-07
23376,4.58E-07
23377,4.99E-07
23378,5.33E-07
23379,4.80E-07
23380,4.39E-07
23381,4.69E-07
23382,4.28E-07
23383,4.78E-07
23384,4.83E-07
23385,5.00E-07
23386,4.56E-07
23387,4.05E-07
23388,4.93E-07
23389,4.72E-07
23390,4.50E-07
23391,4.37E-07
23392,4.67E-07
23393,4.10E-07
23394,4.91E-07
23395,4.64E-07
23396,4.27E-07
23397,4.81E-07
23398,4.65E-07
23399,4.70E-07
23400,4.49E-07
23401,4.95E-07
23402,4.69E-07
23403,4.72E-07
23404,4.66E-07
23405,4.87E-07
23406,4.50E-07
23407,4.94E-07
23408,4.30E-07
23409,4.76E-07
23410,4.69E-07
23411,4.63E-07
23412,4.69E-07
23413,4.43E-07
23414,4.61E-07
23415,4.65E-07
23416,4.26E-07
23417,4.61E-07
23418,4.58E-07
23419,4.91E-07
23420,4.68E-07
23421,5.13E-07
23422,4.47E-07
23423,4.54E-07
23424,4.62E-07
23425,5.01E-07
23426,4.50E-07
23427,4.63E-07
23428,4.59E-07
23429,4.60E-07
23430,4.54E-07
23431,4.22E-07
23432,4.53E-07
23433,4.23E-07
23434,4.55E-07
23435,4.52E-07
23436,4.31E-07
23437,4.66E-07
23438,4.64E-07
23439,1.17E-06
23440,1.14E-06
23441,1.09E-06
23442,1.11E-06
23443,1.08E-06
23444,1.10E-06
23445,1.09E-06
23446,1.12E-06
23447,1.09E-06
23448,1.07E-06
23449,1.11E-06
23450,1.18E-06
23451,1.18E-06
23452,1.09E-06
23453,1.09E-06
23454,1.11E-06
23455,1.12E-06
23456,1.16E-06
23457,1.15E-06
23458,1.15E-06
23459,1.05E-06
23460,1.05E-06
23461,1.15E-06
23462,1.11E-06
23463,1.13E-06
23464,1.11E-06
23465,1.07E-06
23466,1.15E-06
23467,1.12E-06
23468,1.10E-06
23469,1.07E-06
23470,1.10E-06
23471,1.05E-06
23472,1.08E-06
23473,1.13E-06
23474,1.09E-06
23475,1.10E-06
23476,1.11E-06
23477,1.10E-06
23478,1.01E-06
23479,1.03E-06
23480,1.08E-06
23481,1.15E-06
23482,1.04E-06
23483,1.14E-06
23484,1.09E-06
23485,1.09E-06
23486,1.15E-06
23487,1.11E-06
23488,1.16E-06
23489,1.10E-06
23490,1.11E-06
23491,1.05E-06
23492,1.03E-06
23493,1.02E-06
23494,1.11E-06
23495,1.03E-06
23496,1.06E-06
23497,1.12E-06
23498,1.12E-06
23499,1.03E-06
23500,1.11E-06
23501,1.07E-06
23502,1.12E-06
23503,1.05E-06
23504,1.12E-06
23505,1.19E-06
23506,1.08E-06
23507,1.09E-06
23508,1.11E-06
23509,1.17E-06
23510,1.06E-06
23511,1.12E-06
23512,1.10E-06
23513,1.11E-06
23514,1.10E-06
23515,1.12E-06
23516,1.07E-06
23517,1.21E-06
23518,1.10E-06
23519,1.15E-06
23520,1.08E-06
23521,1.15E-06
23522,1.09E-06
23523,1.14E-06
23524,1.02E-06
23525,1.14E-06
23526,1.04E-06
23527,1.09E-06
23528,1.08E-06
23529,1.06E-06
23530,1.15E-06
23531,1.10E-06
23532,1.03E-06
23533,1.05E-06
23534,1.17E-06
23535,1.11E-06
23536,1.11E-06
23537,1.03E-06
23538,1.11E-06
23539,1.10E-06
23540,1.09E-06
23541,1.11E-06
23542,1.09E-06
23543,1.13E-06
23544,1.14E-06
23545,1.12E-06
23546,1.15E-06
23547,1.05E-06
23548,1.12E-06
23549,1.14E-06
23550,1.14E-06
23551,1.14E-06
23552,1.15E-06
23553,1.13E-06
23554,1.15E-06
23555,1.13E-06
23556,1.15E-06
23557,1.05E-06
23558,1.08E-06
23559,1.16E-06
23560,1.11E-06
23561,1.11E-06
23562,1.13E-06
23563,1.07E-06
23564,1.11E-06
23565,1.13E-06
23566,1.04E-06
23567,1.15E-06
23568,1.10E-06
23569,1.03E-06
23570,1.13E-06
23571,1.14E-06
23572,1.11E-06
23573,1.12E-06
23574,1.13E-06
23575,1.07E-06
23576,1.25E-06
23577,1.14E-06
23578,1.07E-06
23579,1.09E-06
23580,1.12E-06
23581,1.25E-06
23582,1.12E-06
23583,1.16E-06
23584,1.19E-06
23585,1.13E-06
23586,1.06E-06
23587,1.07E-06
23588,1.14E-06
23589,1.12E-06
23590,1.16E-06
23591,1.22E-06
23592,1.06E-06
23593,1.08E-06
23594,1.05E-06
23595,1.15E-06
23596,1.17E-06
23597,1.12E-06
23598,1.14E-06
23599,1.07E-06
23600,1.15E-06
23601,1.09E-06
23602,1.10E-06
23603,1.08E-06
23604,1.05E-06
23605,1.14E-06
23606,1.10E-06
23607,1.15E-06
23608,1.08E-06
23609,1.10E-06
23610,1.13E-06
23611,1.16E-06
23612,1.05E-06
23613,1.14E-06
23614,1.04E-06
23615,1.14E-06
23616,1.05E-06
23617,1.14E-06
23618,1.07E-06
23619,1.10E-06
23620,1.21E-06
23621,1.06E-06
23622,1.15E-06
23623,9.97E-07
23624,1.09E-06
23625,1.08E-06
23626,1.19E-06
23627,1.14E-06
23628,1.12E-06
23629,1.21E-06
23630,1.20E-06
23631,1.17E-06
23632,1.16E-06
23633,1.04E-06
23634,1.11E-06
23635,1.12E-06
23636,1.13E-06
23637,1.16E-06
23638,1.01E-06
23639,1.13E-06
23640,1.09E-06
23641,1.09E-06
23642,1.15E-06
23643,1.21E-06
23644,1.13E-06
23645,1.15E-06
23646,1.05E-06
23647,1.12E-06
23648,1.13E-06
23649,1.08E-06
23650,1.09E-06
23651,1.06E-06
23652,1.12E-06
23653,1.02E-06
23654,1.15E-06
23655,1.06E-06
23656,1.09E-06
23657,1.13E-06
23658,1.12E-06
23659,1.13E-06
23660,1.11E-06
23661,1.11E-06
23662,1.15E-06
23663,1.16E-06
23664,1.08E-06
23665,1.23E-06
23666,1.08E-06
23667,1.10E-06
23668,1.10E-06
23669,1.21E-06
23670,1.16E-06
23671,1.12E-06
23672,1.06E-06
23673,1.23E-06
23674,1.07E-06
23675,9.85E-07
23676,1.17E-06
23677,1.12E-06
23678,1.09E-06
23679,1.05E-06
23680,1.19E-06
23681,1.03E-06
23682,1.08E-06
23683,1.17E-06
23684,1.16E-06
23685,1.21E-06
23686,1.12E-06
23687,1.13E-06
23688,1.07E-06
23689,1.04E-06
23690,1.20E-06
23691,1.12E-06
23692,1.15E-06
23693,1.09E-06
23694,1.05E-06
23695,1.19E-06
23696,1.10E-06
23697,1.22E-06
23698,1.10E-06
23699,1.14E-06
23700,1.17E-06
23701,1.09E-06
23702,1.12E-06
23703,1.09E-06
23704,1.15E-06
23705,1.17E-06
23706,1.11E-06
23707,1.13E-06
23708,1.14E-06
23709,1.06E-06
23710,1.07E-06
23711,1.07E-06
23712,1.03E-06
23713,1.06E-06
23714,1.17E-06
23715,1.03E-06
23716,1.08E-06
23717,1.10E-06
23718,1.05E-06
23719,1.09E-06
23720,1.09E-06
23721,9.70E-07
23722,1.07E-06
23723,1.10E-06
23724,1.12E-06
23725,1.09E-06
23726,1.09E-06
23727,1.09E-06
23728,1.05E-06
23729,1.22E-06
23730,1.13E-06
23731,1.04E-06
23732,1.13E-06
23733,1.10E-06
23734,1.11E-06
23735,1.14E-06
23736,1.06E-06
23737,1.08E-06
23738,1.09E-06
23739,1.06E-06
23740,1.12E-06
23741,1.08E-06
23742,1.04E-06
23743,1.13E-06
23744,1.08E-06
23745,1.12E-06
23746,1.11E-06
23747,1.03E-06
23748,1.06E-06
23749,1.12E-06
23750,1.09E-06
23751,1.11E-06
23752,1.19E-06
23753,1.05E-06
23754,1.09E-06
23755,1.00E-06
23756,1.06E-06
23757,1.11E-06
23758,1.14E-06
23759,1.07E-06
23760,1.09E-06
23761,1.18E-06
23762,1.13E-06
23763,9.83E-07
23764,1.19E-06
23765,1.07E-06
23766,1.21E-06
23767,1.12E-06
23768,1.11E-06
23769,1.05E-06
23770,1.13E-06
23771,1.12E-06
23772,1.17E-06
23773,1.05E-06
23774,1.11E-06
23775,1.20E-06
23776,1.05E-06
23777,1.18E-06
23778,1.05E-06
23779,1.19E-06
23780,1.09E-06
23781,1.12E-06
23782,1.12E-06
23783,1.05E-06
23784,1.16E-06
23785,1.13E-06
23786,1.09E-06
23787,1.09E-06
23788,1.11E-06
23789,1.06E-06
23790,1.09E-06
23791,1.11E-06
23792,1.04E-06
23793,1.09E-06
23794,1.15E-06
23795,1.18E-06
23796,4.64E-07
23797,4.58E-07
23798,4.79E-07
23799,4.70E-07
23800,4.61E-07
23801,4.94E-07
23802,4.41E-07
23803,4.35E-07
23804,4.31E-07
23805,5.39E-07
23806,4.75E-07
23807,4.87E-07
23808,4.81E-07
23809,4.65E-07
23810,5.16E-07
23811,4.74E-07
23812,4.76E-07
23813,4.32E-07
23814,4.60E-07
23815,4.31E-07
23816,5.08E-07
23817,4.27E-07
23818,4.47E-07
23819,4.76E-07
23820,4.31E-07
23821,4.63E-07
23822,5.04E-07
23823,4.46E-07
23824,4.50E-07
23825,4.80E-07
23826,4.87E-07
23827,4.52E-07
23828,4.60E-07
23829,4.35E-07
23830,5.57E-07
23831,4.68E-07
23832,4.16E-07
23833,4.84E-07
23834,4.36E-07
23835,4.74E-07
23836,4.65E-07
23837,4.85E-07
23838,4.87E-07
23839,4.67E-07
23840,4.49E-07
23841,4.65E-07
23842,4.72E-07
23843,4.76E-07
23844,5.09E-07
23845,4.67E-07
23846,4.63E-07
23847,4.70E-07
23848,4.47E-07
23849,4.65E-07
23850,4.46E-07
23851,4.61E-07
23852,4.48E-07
23853,4.82E-07
23854,4.32E-07
23855,4.48E-07
23856,4.44E-07
23857,4.67E-07
23858,4.89E-07
23859,4.85E-07
23860,4.56E-07
23861,4.93E-07
23862,4.63E-07
23863,4.55E-07
23864,4.82E-07
23865,4.37E-07
23866,4.61E-07
23867,4.54E-07
23868,4.72E-07
23869,4.61E-07
23870,4.29E-07
23871,4.92E-07
23872,4.34E-07
23873,4.99E-07
23874,4.67E-07
23875,4.37E-07
23876,4.19E-07
23877,4.81E-07
23878,4.31E-07
23879,4.76E-07
23880,4.79E-07
23881,4.89E-07
23882,4.80E-07
23883,4.96E-07
23884,4.58E-07
23885,4.56E-07
23886,4.90E-07
23887,4.44E-07
23888,4.29E-07
23889,4.53E-07
23890,4.97E-07
23891,4.57E-07
23892,4.84E-07
23893,4.74E-07
23894,4.54E-07
23895,4.39E-07
23896,4.64E-07
23897,4.31E-07
23898,4.65E-07
23899,4.61E-07
23900,4.51E-07
23901,4.40E-07
23902,4.88E-07
23903,4.42E-07
23904,4.62E-07
23905,4.56E-07
23906,4.78E-07
23907,4.80E-07
23908,4.18E-07
23909,4.62E-07
23910,4.52E-07
23911,4.22E-07
23912,4.21E-07
23913,4.63E-07
23914,4.23E-07
23915,4.52E-07
23916,4.58E-07
23917,4.51E-07
23918,4.89E-07
23919,4.51E-07
23920,4.69E-07
23921,4.22E-07
23922,4.75E-07
23923,4.57E-07
23924,4.36E-07
23925,4.62E-07
23926,4.76E-07
23927,4.32E-07
23928,4.54E-07
23929,4.57E-07
23930,4.67E-07
23931,5.18E-07
23932,5.31E-07
23933,5.47E-07
23934,5.23E-07
23935,5.47E-07
23936,4.70E-07
23937,4.39E-07
23938,4.50E-07
23939,4.18E-07
23940,4.43E-07
23941,4.77E-07
23942,4.74E-07
23943,4.60E-07
23944,4.44E-07
23945,4.41E-07
23946,4.87E-07
23947,4.24E-07
23948,4.92E-07
23949,4.96E-07
23950,4.47E-07
23951,4.58E-07
23952,4.77E-07
23953,5.05E-07
23954,4.43E-07
23955,4.65E-07
23956,4.79E-07
23957,4.75E-07
23958,4.34E-07
23959,4.60E-07
23960,4.89E-07
23961,4.59E-07
23962,4.84E-07
23963,4.53E-07
23964,4.59E-07
23965,4.58E-07
23966,4.62E-07
23967,4.31E-07
23968,5.06E-07
23969,4.88E-07
23970,4.76E-07
23971,4.60E-07
23972,4.41E-07
23973,4.60E-07
23974,4.83E-07
23975,4.53E-07
23976,5.03E-07
23977,4.74E-07
23978,4.76E-07
23979,4.27E-07
23980,4.87E-07
23981,4.58E-07
23982,4.53E-07
23983,4.67E-07
23984,4.44E-07
23985,4.10E-07
23986,4.35E-07
23987,4.47E-07
23988,4.56E-07
23989,4.88E-07
23990,4.65E-07
23991,4.62E-07
23992,4.68E-07
23993,4.82E-07
23994,4.39E-07
23995,4.56E-07
23996,4.50E-07
23997,4.62E-07
23998,4.82E-07
23999,4.51E-07
24000,4.93E-07
24001,4.99E-07
24002,4.70E-07
24003,4.58E-07
24004,4.75E-07
24005,4.33E-07
24006,5.10E-07
24007,4.75E-07
24008,4.68E-07
24009,4.40E-07
24010,4.48E-07
24011,5.50E-07
24012,4.32E-07
24013,4.58E-07
24014,4.77E-07
24015,4.48E-07
24016,4.67E-07
24017,4.27E-07
24018,4.82E-07
24019,4.14E-07
24020,4.77E-07
24021,4.80E-07
24022,4.63E-07
24023,4.26E-07
24024,4.59E-07
24025,4.53E-07
24026,4.78E-07
24027,5.18E-07
24028,5.15E-07
24029,4.87E-07
24030,4.68E-07
24031,4.79E-07
24032,4.77E-07
24033,4.57E-07
24034,4.19E-07
24035,4.50E-07
24036,4.86E-07
24037,4.32E-07
24038,4.49E-07
24039,4.27E-07
24040,4.34E-07
24041,4.42E-07
24042,4.76E-07
24043,4.75E-07
24044,4.50E-07
24045,4.43E-07
24046,4.46E-07
24047,4.92E-07
24048,4.80E-07
24049,4.53E-07
24050,4.86E-07
24051,4.63E-07
24052,4.74E-07
24053,4.00E-07
24054,4.54E-07
24055,4.85E-07
24056,4.82E-07
24057,4.76E-07
24058,4.62E-07
24059,4.69E-07
24060,4.29E-07
24061,4.46E-07
24062,4.68E-07
24063,4.97E-07
24064,4.56E-07
24065,4.66E-07
24066,4.26E-07
24067,4.82E-07
24068,4.43E-07
24069,4.59E-07
24070,4.91E-07
24071,4.40E-07
24072,4.71E-07
24073,4.93E-07
24074,4.75E-07
24075,4.40E-07
24076,4.62E-07
24077,4.71E-07
24078,4.51E-07
24079,4.58E-07
24080,4.67E-07
24081,4.69E-07
24082,4.57E-07
24083,4.87E-07
24084,4.07E-07
24085,4.74E-07
24086,4.87E-07
24087,4.20E-07
24088,4.46E-07
24089,4.97E-07
24090,4.69E-07
24091,4.46E-07
24092,4.66E-07
24093,4.81E-07
24094,4.12E-07
24095,4.69E-07
24096,4.72E-07
24097,4.15E-07
24098,4.80E-07
24099,4.71E-07
24100,4.79E-07
24101,4.56E-07
24102,4.51E-07
24103,4.78E-07
24104,4.62E-07
24105,4.41E-07
24106,4.51E-07
24107,4.71E-07
24108,4.90E-07
24109,4.53E-07
24110,4.57E-07
24111,4.73E-07
24112,5.00E-07
24113,4.87E-07
24114,4.68E-07
24115,4.64E-07
24116,4.54E-07
24117,4.54E-07
24118,4.70E-07
24119,4.87E-07
24120,4.94E-07
24121,4.67E-07
24122,5.00E-07
24123,4.46E-07
24124,4.82E-07
24125,4.43E-07
24126,4.89E-07
24127,5.05E-07
24128,4.35E-07
24129,4.63E-07
24130,4.45E-07
24131,4.60E-07
24132,4.65E-07
24133,4.74E-07
24134,4.28E-07
24135,4.70E-07
24136,4.79E-07
24137,5.13E-07
24138,4.25E-07
24139,4.48E-07
24140,4.59E-07
24141,4.64E-07
24142,4.41E-07
24143,4.78E-07
24144,4.39E-07
24145,4.89E-07
24146,4.55E-07
24147,4.82E-07
24148,4.49E-07
24149,4.54E-07
24150,5.05E-07
24151,4.53E-07
24152,4.89E-07
24153,4.88E-07
24154,4.66E-07
24155,4.28E-07
24156,4.75E-07
24157,4.72E-07
24158,4.50E-07
24159,4.36E-07
24160,4.30E-07
24161,4.79E-07
24162,4.85E-07
24163,4.85E-07
24164,4.56E-07
24165,4.21E-07
24166,4.62E-07
24167,4.93E-07
24168,4.80E-07
24169,4.61E-07
24170,4.44E-07
24171,4.79E-07
24172,4.56E-07
24173,4.63E-07
24174,4.92E-07
24175,4.91E-07
24176,4.85E-07
24177,4.46E-07
24178,4.49E-07
24179,4.25E-07
24180,4.52E-07
24181,4.63E-07
24182,4.74E-07
24183,4.51E-07
24184,4.96E-07
24185,4.73E-07
24186,4.68E-07
24187,4.40E-07
24188,4.46E-07
24189,4.14E-07
24190,4.89E-07
24191,4.50E-07
24192,4.66E-07
24193,4.57E-07
24194,4.59E-07
24195,4.41E-07
24196,4.67E-07
24197,4.41E-07
24198,4.60E-07
24199,4.44E-07
24200,4.73E-07
24201,4.73E-07
24202,4.60E-07
24203,4.77E-07
24204,4.63E-07
24205,4.10E-07
24206,3.98E-07
24207,4.59E-07
24208,4.56E-07
24209,4.56E-07
24210,4.43E-07
24211,4.63E-07
24212,4.53E-07
24213,4.71E-07
24214,4.39E-07
24215,5.00E-07
24216,4.51E-07
24217,3.98E-07
24218,4.34E-07
24219,4.56E-07
24220,4.62E-07
24221,4.67E-07
24222,4.70E-07
24223,4.82E-07
24224,4.49E-07
24225,4.41E-07
24226,4.65E-07
24227,5.14E-07
24228,4.41E-07
24229,4.63E-07
24230,4.74E-07
24231,4.45E-07
24232,4.58E-07
24233,4.44E-07
24234,4.09E-07
24235,4.80E-07
24236,4.48E-07
24237,4.51E-07
24238,4.73E-07
24239,4.82E-07
24240,4.66E-07
24241,4.94E-07
24242,4.53E-07
24243,4.67E-07
24244,4.44E-07
24245,4.54E-07
24246,4.57E-07
24247,4.59E-07
24248,4.54E-07
24249,5.04E-07
24250,3.93E-07
24251,4.44E-07
24252,4.84E-07
24253,4.71E-07
24254,4.58E-07
24255,4.47E-07
24256,4.30E-07
24257,4.50E-07
24258,4.66E-07
24259,4.76E-07
24260,4.97E-07
24261,4.60E-07
24262,4.47E-07
24263,4.71E-07
24264,4.76E-07
24265,4.75E-07
24266,4.43E-07
24267,4.79E-07
24268,4.66E-07
24269,4.48E-07
24270,4.81E-07
24271,4.41E-07
24272,4.83E-07
24273,4.63E-07
24274,4.65E-07
24275,4.95E-07
24276,4.84E-07
24277,4.19E-07
24278,4.32E-07
24279,4.88E-07
24280,5.08E-07
24281,4.70E-07
24282,4.47E-07
24283,4.85E-07
24284,4.27E-07
24285,4.63E-07
24286,4.66E-07
24287,4.77E-07
24288,4.45E-07
24289,4.52E-07
24290,4.40E-07
24291,4.51E-07
24292,4.47E-07
24293,4.55E-07
24294,4.81E-07
24295,4.67E-07
24296,4.44E-07
24297,4.82E-07
24298,4.78E-07
24299,4.85E-07
24300,4.63E-07
24301,4.44E-07
24302,4.45E-07
24303,4.76E-07
24304,4.44E-07
24305,4.39E-07
24306,4.70E-07
24307,4.67E-07
24308,4.63E-07
24309,4.56E-07
24310,4.37E-07
24311,5.06E-07
24312,4.73E-07
24313,4.52E-07
24314,4.59E-07
24315,4.72E-07
24316,4.54E-07
24317,4.89E-07
24318,4.52E-07
24319,4.73E-07
24320,4.79E-07
24321,4.94E-07
24322,4.94E-07
24323,4.67E-07
24324,4.54E-07
24325,4.41E-07
24326,4.73E-07
24327,4.41E-07
24328,4.62E-07
24329,4.77E-07
24330,4.55E-07
24331,4.26E-07
24332,4.40E-07
24333,4.64E-07
24334,4.49E-07
24335,4.95E-07
24336,4.38E-07
24337,4.97E-07
24338,4.57E-07
24339,4.43E-07
24340,4.53E-07
24341,4.63E-07
24342,4.24E-07
24343,4.44E-07
24344,4.57E-07
24345,4.64E-07
24346,4.58E-07
24347,4.73E-07
24348,4.54E-07
24349,4.62E-07
24350,4.51E-07
24351,4.57E-07
24352,4.51E-07
24353,4.71E-07
24354,4.68E-07
24355,4.64E-07
24356,4.93E-07
24357,4.61E-07
24358,4.76E-07
24359,4.64E-07
24360,4.68E-07
24361,4.82E-07
24362,4.75E-07
24363,4.40E-07
24364,4.67E-07
24365,4.23E-07
24366,4.66E-07
24367,5.22E-07
24368,4.75E-07
24369,4.92E-07
24370,4.42E-07
24371,4.72E-07
24372,4.35E-07
24373,5.10E-07
24374,4.49E-07
24375,5.02E-07
24376,4.51E-07
24377,4.49E-07
24378,4.83E-07
24379,4.57E-07
24380,4.53E-07
24381,4.76E-07
24382,4.59E-07
24383,4.45E-07
24384,4.86E-07
24385,4.45E-07
24386,5.21E-07
24387,4.88E-07
24388,4.53E-07
24389,4.28E-07
24390,5.24E-07
24391,4.77E-07
24392,4.78E-07
24393,4.97E-07
24394,4.39E-07
24395,4.83E-07
24396,4.39E-07
24397,4.75E-07
24398,4.57E-07
24399,4.56E-07
24400,4.54E-07
24401,4.73E-07
24402,4.23E-07
24403,4.86E-07
24404,4.39E-07
24405,4.43E-07
24406,4.59E-07
24407,4.78E-07
24408,4.40E-07
24409,4.63E-07
24410,4.92E-07
24411,4.74E-07
24412,4.56E-07
24413,5.10E-07
24414,4.47E-07
24415,4.80E-07
24416,4.03E-07
24417,4.53E-07
24418,4.53E-07
24419,5.28E-07
24420,4.64E-07
24421,4.51E-07
24422,4.83E-07
24423,4.50E-07
24424,4.52E-07
24425,4.67E-07
24426,4.74E-07
24427,4.38E-07
24428,4.56E-07
24429,4.71E-07
24430,4.60E-07
24431,4.90E-07
24432,4.53E-07
24433,4.59E-07
24434,4.47E-07
24435,4.64E-07
24436,4.86E-07
24437,4.78E-07
24438,4.68E-07
24439,5.01E-07
24440,4.79E-07
24441,4.95E-07
24442,5.23E-07
24443,4.95E-07
24444,4.80E-07
24445,4.94E-07
24446,4.55E-07
24447,4.85E-07
24448,4.55E-07
24449,4.15E-07
24450,4.70E-07
24451,5.14E-07
24452,4.55E-07
24453,5.02E-07
24454,4.81E-07
24455,4.45E-07
24456,4.73E-07
24457,4.39E-07
24458,4.28E-07
24459,4.90E-07
24460,4.92E-07
24461,4.51E-07
24462,4.42E-07
24463,4.94E-07
24464,4.52E-07
24465,4.40E-07
24466,4.49E-07
24467,4.59E-07
24468,4.60E-07
24469,4.71E-07
24470,4.66E-07
24471,4.86E-07
24472,4.40E-07
24473,4.88E-07
24474,4.35E-07
24475,4.71E-07
24476,4.84E-07
24477,4.46E-07
24478,4.82E-07
24479,4.59E-07
24480,4.79E-07
24481,4.52E-07
24482,4.47E-07
24483,5.14E-07
24484,4.50E-07
24485,4.59E-07
24486,4.96E-07
24487,4.59E-07
24488,4.82E-07
24489,4.46E-07
24490,4.90E-07
24491,4.94E-07
24492,4.45E-07
24493,4.85E-07
24494,4.47E-07
24495,4.59E-07
24496,4.43E-07
24497,4.62E-07
24498,4.55E-07
24499,4.62E-07
24500,5.12E-07
24501,4.51E-07
24502,5.13E-07
24503,5.18E-07
24504,4.91E-07
24505,4.06E-07
24506,4.69E-07
24507,4.66E-07
24508,4.91E-07
24509,4.45E-07
24510,4.27E-07
24511,4.60E-07
24512,4.97E-07
24513,4.57E-07
24514,4.50E-07
24515,4.71E-07
24516,4.68E-07
24517,4.33E-07
24518,4.50E-07
24519,5.10E-07
24520,4.44E-07
24521,4.39E-07
24522,4.34E-07
24523,4.87E-07
24524,4.80E-07
24525,4.17E-07
24526,4.74E-07
24527,4.41E-07
24528,4.64E-07
24529,4.77E-07
24530,4.33E-07
24531,4.57E-07
24532,4.32E-07
24533,5.10E-07
24534,4.40E-07
24535,4.59E-07
24536,4.52E-07
24537,4.66E-07
24538,4.94E-07
24539,4.36E-07
24540,4.25E-07
24541,4.09E-07
24542,4.78E-07
24543,4.52E-07
24544,4.45E-07
24545,5.31E-07
24546,4.94E-07
24547,4.87E-07
24548,4.85E-07
24549,4.58E-07
24550,4.75E-07
24551,4.42E-07
24552,5.08E-07
24553,4.57E-07
24554,4.66E-07
24555,4.83E-07
24556,4.50E-07
24557,4.71E-07
24558,4.37E-07
24559,4.79E-07
24560,4.57E-07
24561,4.61E-07
24562,4.78E-07
24563,4.74E-07
24564,4.76E-07
24565,4.82E-07
24566,4.72E-07
24567,4.71E-07
24568,4.25E-07
24569,4.51E-07
24570,4.67E-07
24571,4.69E-07
24572,4.35E-07
24573,4.56E-07
24574,4.90E-07
24575,4.55E-07
24576,4.55E-07
24577,4.61E-07
24578,4.24E-07
24579,4.64E-07
24580,4.68E-07
24581,4.40E-07
24582,4.79E-07
24583,4.63E-07
24584,4.99E-07
24585,4.47E-07
24586,4.88E-07
24587,4.82E-07
24588,4.27E-07
24589,4.49E-07
24590,4.87E-07
24591,4.84E-07
24592,4.99E-07
24593,4.43E-07
24594,4.56E-07
24595,4.64E-07
24596,4.87E-07
24597,4.68E-07
24598,4.39E-07
24599,4.50E-07
24600,4.55E-07
24601,4.65E-07
24602,4.47E-07
24603,4.44E-07
24604,4.78E-07
24605,4.82E-07
24606,4.77E-07
24607,4.87E-07
24608,4.92E-07
24609,4.90E-07
24610,5.10E-07
24611,4.25E-07
24612,4.34E-07
24613,4.81E-07
24614,4.39E-07
24615,5.02E-07
24616,4.39E-07
24617,4.44E-07
24618,4.70E-07
24619,4.59E-07
24620,4.90E-07
24621,4.89E-07
24622,4.94E-07
