,x
16884,3.23E-07
16885,3.67E-07
16886,3.24E-07
16887,3.42E-07
16888,3.38E-07
16889,3.57E-07
16890,3.49E-07
16891,3.78E-07
16892,3.52E-07
16893,3.34E-07
16894,3.23E-07
16895,3.40E-07
16896,3.64E-07
16897,3.47E-07
16898,3.06E-07
16899,3.36E-07
16900,3.46E-07
16901,3.33E-07
16902,3.16E-07
16903,3.13E-07
16904,3.18E-07
16905,3.48E-07
16906,3.50E-07
16907,3.33E-07
16908,3.47E-07
16909,3.31E-07
16910,3.32E-07
16911,3.54E-07
16912,3.44E-07
16913,3.50E-07
16914,3.43E-07
16915,3.21E-07
16916,3.32E-07
16917,3.51E-07
16918,3.78E-07
16919,3.27E-07
16920,3.00E-07
16921,3.43E-07
16922,3.38E-07
16923,3.59E-07
16924,3.54E-07
16925,3.26E-07
16926,3.50E-07
16927,3.24E-07
16928,3.55E-07
16929,3.05E-07
16930,3.48E-07
16931,3.60E-07
16932,3.52E-07
16933,3.75E-07
16934,3.59E-07
16935,3.22E-07
16936,3.45E-07
16937,3.22E-07
16938,3.29E-07
16939,3.14E-07
16940,3.15E-07
16941,3.32E-07
16942,3.57E-07
16943,3.75E-07
16944,3.29E-07
16945,3.32E-07
16946,3.46E-07
16947,3.32E-07
16948,3.29E-07
16949,3.36E-07
16950,3.71E-07
16951,3.53E-07
16952,3.46E-07
16953,3.63E-07
16954,3.66E-07
16955,3.16E-07
16956,3.55E-07
16957,3.52E-07
16958,3.49E-07
16959,3.32E-07
16960,3.10E-07
16961,3.38E-07
16962,3.31E-07
16963,3.23E-07
16964,3.72E-07
16965,3.60E-07
16966,3.45E-07
16967,3.28E-07
16968,3.26E-07
16969,3.37E-07
16970,3.47E-07
16971,3.73E-07
16972,3.32E-07
16973,3.22E-07
16974,3.03E-07
16975,3.38E-07
16976,3.43E-07
16977,3.44E-07
16978,3.54E-07
16979,3.16E-07
16980,3.46E-07
16981,3.17E-07
16982,3.22E-07
16983,3.28E-07
16984,3.65E-07
16985,3.60E-07
16986,3.29E-07
16987,3.15E-07
16988,3.43E-07
16989,3.39E-07
16990,3.28E-07
16991,3.18E-07
16992,3.60E-07
16993,3.40E-07
16994,3.23E-07
16995,3.35E-07
16996,3.42E-07
16997,3.48E-07
16998,3.52E-07
16999,3.24E-07
17000,3.05E-07
17001,3.41E-07
17002,3.32E-07
17003,3.39E-07
17004,3.45E-07
17005,3.55E-07
17006,3.12E-07
17007,3.29E-07
17008,3.21E-07
17009,3.33E-07
17010,3.41E-07
17011,3.32E-07
17012,3.01E-07
17013,3.39E-07
17014,3.28E-07
17015,3.49E-07
17016,3.88E-07
17017,3.88E-07
17018,3.91E-07
17019,3.11E-07
17020,3.67E-07
17021,3.44E-07
17022,3.40E-07
17023,3.24E-07
17024,3.56E-07
17025,3.16E-07
17026,3.23E-07
17027,3.57E-07
17028,3.15E-07
17029,3.42E-07
17030,3.23E-07
17031,3.64E-07
17032,3.35E-07
17033,3.33E-07
17034,3.52E-07
17035,3.17E-07
17036,3.58E-07
17037,3.62E-07
17038,3.66E-07
17039,3.31E-07
17040,3.22E-07
17041,3.53E-07
17042,3.72E-07
17043,3.32E-07
17044,3.35E-07
17045,3.66E-07
17046,3.13E-07
17047,3.26E-07
17048,3.57E-07
17049,3.26E-07
17050,3.29E-07
17051,3.26E-07
17052,3.29E-07
17053,3.52E-07
17054,3.78E-07
17055,3.85E-07
17056,3.44E-07
17057,3.81E-07
17058,3.35E-07
17059,3.83E-07
17060,3.73E-07
17061,3.75E-07
17062,3.99E-07
17063,3.63E-07
17064,3.52E-07
17065,3.30E-07
17066,4.10E-07
17067,3.50E-07
17068,3.40E-07
17069,3.51E-07
17070,3.49E-07
17071,3.45E-07
17072,3.40E-07
17073,3.14E-07
17074,3.82E-07
17075,3.53E-07
17076,3.54E-07
17077,3.41E-07
17078,3.25E-07
17079,3.21E-07
17080,3.36E-07
17081,3.30E-07
17082,3.34E-07
17083,3.41E-07
17084,3.52E-07
17085,3.81E-07
17086,3.71E-07
17087,3.41E-07
17088,3.45E-07
17089,3.45E-07
17090,3.50E-07
17091,3.38E-07
17092,3.44E-07
17093,3.34E-07
17094,3.56E-07
17095,3.37E-07
17096,3.49E-07
17097,2.86E-07
17098,3.35E-07
17099,3.24E-07
17100,3.22E-07
17101,3.57E-07
17102,3.24E-07
17103,3.08E-07
17104,3.54E-07
17105,3.46E-07
17106,3.45E-07
17107,3.15E-07
17108,3.72E-07
17109,3.57E-07
17110,3.11E-07
17111,3.73E-07
17112,3.36E-07
17113,3.03E-07
17114,3.36E-07
17115,3.74E-07
17116,3.34E-07
17117,3.80E-07
17118,3.64E-07
17119,3.13E-07
17120,3.32E-07
17121,3.62E-07
17122,3.19E-07
17123,3.45E-07
17124,3.47E-07
17125,3.76E-07
17126,3.54E-07
17127,3.49E-07
17128,3.43E-07
17129,3.22E-07
17130,3.10E-07
17131,3.30E-07
17132,3.19E-07
17133,3.20E-07
17134,3.15E-07
17135,3.93E-07
17136,3.48E-07
17137,3.52E-07
17138,3.55E-07
17139,3.20E-07
17140,3.32E-07
17141,3.11E-07
17142,3.17E-07
17143,3.43E-07
17144,3.61E-07
17145,3.58E-07
17146,3.35E-07
17147,3.34E-07
17148,3.69E-07
17149,3.17E-07
17150,3.55E-07
17151,3.63E-07
17152,3.57E-07
17153,3.67E-07
17154,3.45E-07
17155,3.44E-07
17156,3.37E-07
17157,3.56E-07
17158,3.33E-07
17159,3.68E-07
17160,3.46E-07
17161,3.22E-07
17162,3.27E-07
17163,3.46E-07
17164,3.25E-07
17165,3.46E-07
17166,3.55E-07
17167,3.64E-07
17168,3.24E-07
17169,3.57E-07
17170,3.44E-07
17171,3.19E-07
17172,3.47E-07
17173,3.44E-07
17174,3.47E-07
17175,3.37E-07
17176,3.68E-07
17177,3.52E-07
17178,3.20E-07
17179,3.64E-07
17180,3.31E-07
17181,3.57E-07
17182,3.34E-07
17183,3.36E-07
17184,3.82E-07
17185,3.31E-07
17186,3.22E-07
17187,3.42E-07
17188,3.39E-07
17189,3.80E-07
17190,3.42E-07
17191,3.67E-07
17192,3.60E-07
17193,3.44E-07
17194,3.10E-07
17195,3.52E-07
17196,3.59E-07
17197,3.66E-07
17198,3.51E-07
17199,3.47E-07
17200,3.48E-07
17201,3.35E-07
17202,3.29E-07
17203,3.60E-07
17204,3.77E-07
17205,3.49E-07
17206,3.22E-07
17207,3.73E-07
17208,3.49E-07
17209,3.28E-07
17210,3.54E-07
17211,3.53E-07
17212,3.56E-07
17213,3.34E-07
17214,3.69E-07
17215,3.46E-07
17216,3.43E-07
17217,3.35E-07
17218,3.35E-07
17219,3.69E-07
17220,3.16E-07
17221,3.73E-07
17222,3.54E-07
17223,3.36E-07
17224,3.62E-07
17225,3.68E-07
17226,3.47E-07
17227,3.18E-07
17228,3.08E-07
17229,3.45E-07
17230,3.55E-07
17231,3.43E-07
17232,3.54E-07
17233,3.32E-07
17234,3.31E-07
17235,3.73E-07
17236,3.36E-07
17237,3.31E-07
17238,3.46E-07
17239,3.59E-07
17240,3.13E-07
17241,3.31E-07
17242,3.24E-07
17243,3.36E-07
17244,3.64E-07
17245,3.55E-07
17246,3.34E-07
17247,3.02E-07
17248,3.43E-07
17249,3.67E-07
17250,3.31E-07
17251,3.54E-07
17252,3.24E-07
17253,3.60E-07
17254,3.45E-07
17255,3.71E-07
17256,3.48E-07
17257,3.63E-07
17258,3.54E-07
17259,3.48E-07
17260,3.52E-07
17261,3.62E-07
17262,3.45E-07
17263,3.74E-07
17264,3.79E-07
17265,3.35E-07
17266,3.15E-07
17267,3.34E-07
17268,3.27E-07
17269,3.40E-07
17270,3.29E-07
17271,3.38E-07
17272,3.14E-07
17273,3.21E-07
17274,3.32E-07
17275,3.65E-07
17276,3.36E-07
17277,3.50E-07
17278,3.09E-07
17279,3.40E-07
17280,3.30E-07
17281,3.58E-07
17282,3.28E-07
17283,3.51E-07
17284,3.28E-07
17285,3.87E-07
17286,3.54E-07
17287,3.35E-07
17288,3.39E-07
17289,3.53E-07
17290,3.20E-07
17291,2.53E-07
17292,2.95E-07
17293,2.81E-07
17294,3.05E-07
17295,3.06E-07
17296,2.75E-07
17297,3.04E-07
17298,2.75E-07
17299,2.82E-07
17300,2.77E-07
17301,2.81E-07
17302,2.77E-07
17303,2.91E-07
17304,2.93E-07
17305,2.97E-07
17306,2.76E-07
17307,2.78E-07
17308,2.74E-07
17309,2.99E-07
17310,2.99E-07
17311,3.00E-07
17312,2.76E-07
17313,2.80E-07
17314,2.71E-07
17315,3.10E-07
17316,2.87E-07
17317,2.67E-07
17318,2.78E-07
17319,2.92E-07
17320,3.02E-07
17321,2.88E-07
17322,2.89E-07
17323,2.94E-07
17324,3.16E-07
17325,2.80E-07
17326,2.85E-07
17327,3.11E-07
17328,2.55E-07
17329,2.82E-07
17330,2.74E-07
17331,3.11E-07
17332,2.64E-07
17333,3.03E-07
17334,3.05E-07
17335,2.97E-07
17336,2.88E-07
17337,2.82E-07
17338,2.75E-07
17339,2.98E-07
17340,2.78E-07
17341,2.80E-07
17342,2.79E-07
17343,2.68E-07
17344,2.96E-07
17345,2.78E-07
17346,2.71E-07
17347,2.67E-07
17348,2.87E-07
17349,3.03E-07
17350,2.62E-07
17351,3.02E-07
17352,2.62E-07
17353,3.00E-07
17354,2.76E-07
17355,2.75E-07
17356,2.69E-07
17357,2.94E-07
17358,2.78E-07
17359,3.00E-07
17360,3.11E-07
17361,2.96E-07
17362,2.67E-07
17363,2.67E-07
17364,2.99E-07
17365,2.94E-07
17366,2.64E-07
17367,2.68E-07
17368,2.87E-07
17369,3.00E-07
17370,2.65E-07
17371,2.90E-07
17372,2.81E-07
17373,2.45E-07
17374,2.73E-07
17375,3.23E-07
17376,2.73E-07
17377,2.79E-07
17378,2.87E-07
17379,2.95E-07
17380,2.78E-07
17381,2.95E-07
17382,2.98E-07
17383,2.85E-07
17384,2.98E-07
17385,2.62E-07
17386,3.05E-07
17387,2.98E-07
17388,2.76E-07
17389,2.73E-07
17390,2.78E-07
17391,2.77E-07
17392,2.99E-07
17393,2.91E-07
17394,2.94E-07
17395,2.96E-07
17396,2.77E-07
17397,2.82E-07
17398,2.62E-07
17399,2.90E-07
17400,2.72E-07
17401,2.92E-07
17402,2.46E-07
17403,2.45E-07
17404,2.93E-07
17405,2.94E-07
17406,3.04E-07
17407,2.75E-07
17408,2.87E-07
17409,2.87E-07
17410,3.09E-07
17411,2.70E-07
17412,2.69E-07
17413,2.84E-07
17414,3.07E-07
17415,3.28E-07
17416,2.81E-07
17417,2.63E-07
17418,2.71E-07
17419,2.64E-07
17420,2.55E-07
17421,2.90E-07
17422,2.80E-07
17423,2.89E-07
17424,2.77E-07
17425,2.92E-07
17426,3.01E-07
17427,2.67E-07
17428,2.63E-07
17429,2.84E-07
17430,2.65E-07
17431,2.60E-07
17432,2.32E-07
17433,2.54E-07
17434,2.56E-07
17435,2.35E-07
17436,2.94E-07
17437,2.89E-07
17438,2.78E-07
17439,2.59E-07
17440,2.85E-07
17441,2.74E-07
17442,2.99E-07
17443,2.71E-07
17444,2.80E-07
17445,3.15E-07
17446,2.67E-07
17447,2.79E-07
17448,2.82E-07
17449,2.67E-07
17450,2.60E-07
17451,2.89E-07
17452,2.65E-07
17453,2.66E-07
17454,2.91E-07
17455,2.97E-07
17456,3.02E-07
17457,3.07E-07
17458,2.71E-07
17459,2.96E-07
17460,2.88E-07
17461,2.67E-07
17462,2.87E-07
17463,2.77E-07
17464,2.79E-07
17465,2.70E-07
17466,2.40E-07
17467,2.34E-07
17468,3.03E-07
17469,2.92E-07
17470,2.83E-07
17471,2.52E-07
17472,2.69E-07
17473,3.04E-07
17474,2.79E-07
17475,3.04E-07
17476,2.73E-07
17477,2.72E-07
17478,2.71E-07
17479,2.79E-07
17480,2.82E-07
17481,3.08E-07
17482,2.89E-07
17483,2.67E-07
17484,2.82E-07
17485,2.86E-07
17486,2.60E-07
17487,2.93E-07
17488,2.71E-07
17489,1.31E-06
17490,1.42E-06
17491,1.35E-06
17492,1.30E-06
17493,1.39E-06
17494,2.71E-07
17495,2.74E-07
17496,2.71E-07
17497,2.79E-07
17498,3.05E-07
17499,2.99E-07
17500,2.66E-07
17501,2.72E-07
17502,2.66E-07
17503,2.89E-07
17504,3.04E-07
17505,2.77E-07
17506,2.84E-07
17507,2.83E-07
17508,2.60E-07
17509,3.08E-07
17510,2.64E-07
17511,2.87E-07
17512,2.81E-07
17513,3.02E-07
17514,2.80E-07
17515,2.92E-07
17516,2.81E-07
17517,2.91E-07
17518,2.98E-07
17519,2.66E-07
17520,2.80E-07
17521,2.85E-07
17522,2.85E-07
17523,2.75E-07
17524,2.73E-07
17525,3.21E-07
17526,3.10E-07
17527,2.92E-07
17528,2.67E-07
17529,2.74E-07
17530,2.87E-07
17531,2.91E-07
17532,2.68E-07
17533,2.56E-07
17534,2.76E-07
17535,2.54E-07
17536,3.00E-07
17537,2.74E-07
17538,2.72E-07
17539,1.59E-06
17540,1.51E-06
17541,1.59E-06
17542,1.62E-06
17543,1.49E-06
17544,1.58E-06
17545,1.48E-06
17546,1.54E-06
17547,1.56E-06
17548,1.50E-06
17549,1.47E-06
17550,1.43E-06
17551,1.51E-06
17552,1.56E-06
17553,1.55E-06
17554,1.59E-06
17555,1.59E-06
17556,1.55E-06
17557,1.55E-06
17558,1.50E-06
17559,1.57E-06
17560,1.46E-06
17561,1.54E-06
17562,1.53E-06
17563,1.51E-06
17564,1.49E-06
17565,1.54E-06
17566,1.52E-06
17567,1.43E-06
17568,1.59E-06
17569,1.48E-06
17570,1.52E-06
17571,1.43E-06
17572,1.60E-06
17573,1.49E-06
17574,1.60E-06
17575,1.39E-06
17576,1.57E-06
17577,1.65E-06
17578,1.60E-06
17579,1.55E-06
17580,1.51E-06
17581,1.54E-06
17582,1.49E-06
17583,1.66E-06
17584,1.42E-06
17585,1.55E-06
17586,1.54E-06
17587,1.56E-06
17588,1.58E-06
17589,1.57E-06
17590,1.53E-06
17591,3.43E-07
17592,2.71E-07
17593,2.83E-07
17594,2.67E-07
17595,3.23E-07
17596,2.72E-07
17597,3.00E-07
17598,2.74E-07
17599,2.36E-07
17600,2.77E-07
17601,2.92E-07
17602,3.25E-07
17603,3.02E-07
17604,2.73E-07
17605,2.95E-07
17606,3.02E-07
17607,2.90E-07
17608,2.82E-07
17609,2.93E-07
17610,3.04E-07
17611,2.50E-07
17612,2.85E-07
17613,2.84E-07
17614,2.65E-07
17615,2.72E-07
17616,2.66E-07
17617,2.88E-07
17618,2.78E-07
17619,2.95E-07
17620,2.83E-07
17621,2.79E-07
17622,2.88E-07
17623,2.90E-07
17624,2.82E-07
17625,3.01E-07
17626,2.93E-07
17627,2.85E-07
17628,2.74E-07
17629,2.77E-07
17630,2.61E-07
17631,2.83E-07
17632,2.86E-07
17633,2.77E-07
17634,3.07E-07
17635,2.64E-07
17636,2.77E-07
17637,2.95E-07
17638,2.78E-07
17639,2.90E-07
17640,2.95E-07
17641,2.76E-07
17642,2.98E-07
17643,2.91E-07
17644,2.89E-07
17645,2.86E-07
17646,2.99E-07
17647,3.10E-07
17648,2.77E-07
17649,2.87E-07
17650,2.78E-07
17651,2.56E-07
17652,2.69E-07
17653,2.95E-07
17654,2.64E-07
17655,2.80E-07
17656,2.66E-07
17657,2.87E-07
17658,2.99E-07
17659,2.60E-07
17660,2.95E-07
17661,2.82E-07
17662,2.89E-07
17663,3.08E-07
17664,3.05E-07
17665,2.82E-07
17666,2.78E-07
17667,2.97E-07
17668,2.91E-07
17669,2.94E-07
17670,2.69E-07
17671,2.65E-07
17672,2.72E-07
17673,2.94E-07
17674,2.71E-07
17675,2.33E-07
17676,2.83E-07
17677,3.16E-07
17678,2.75E-07
17679,2.87E-07
17680,2.59E-07
17681,2.73E-07
17682,3.13E-07
17683,8.11E-09
17684,9.49E-09
17685,3.52E-07
17686,2.69E-07
17687,3.06E-07
17688,2.97E-07
17689,3.07E-07
17690,2.88E-07
17691,3.01E-07
17692,3.11E-07
17693,2.79E-07
17694,2.88E-07
17695,3.14E-07
17696,3.08E-07
17697,3.01E-07
17698,2.75E-07
17699,2.87E-07
17700,2.70E-07
17701,2.80E-07
17702,2.93E-07
17703,3.07E-07
17704,2.75E-07
17705,2.91E-07
17706,2.93E-07
17707,2.84E-07
17708,2.95E-07
17709,2.63E-07
17710,2.73E-07
17711,2.68E-07
17712,2.95E-07
17713,2.65E-07
17714,2.70E-07
17715,2.66E-07
17716,3.16E-07
17717,3.13E-07
17718,2.71E-07
17719,2.89E-07
17720,2.89E-07
17721,2.72E-07
17722,2.62E-07
17723,2.94E-07
17724,2.84E-07
17725,2.89E-07
17726,2.51E-07
17727,3.01E-07
17728,2.99E-07
17729,2.96E-07
17730,2.98E-07
17731,2.60E-07
17732,3.00E-07
17733,2.68E-07
17734,2.87E-07
17735,2.79E-07
17736,3.06E-07
17737,2.73E-07
17738,2.78E-07
17739,2.71E-07
17740,2.43E-07
17741,3.17E-07
17742,3.05E-07
17743,2.90E-07
17744,2.71E-07
17745,2.77E-07
17746,2.75E-07
17747,2.59E-07
17748,2.95E-07
17749,3.12E-07
17750,2.94E-07
17751,2.78E-07
17752,2.89E-07
17753,2.52E-07
17754,2.85E-07
17755,2.76E-07
17756,2.87E-07
17757,2.78E-07
17758,2.61E-07
17759,2.49E-07
17760,2.91E-07
17761,3.04E-07
17762,2.76E-07
17763,2.70E-07
17764,2.79E-07
17765,2.70E-07
17766,2.68E-07
17767,2.76E-07
17768,2.93E-07
17769,3.07E-07
17770,3.01E-07
17771,2.41E-07
17772,2.92E-07
17773,2.95E-07
17774,2.85E-07
17775,2.89E-07
17776,2.92E-07
17777,2.82E-07
17778,3.10E-07
17779,3.03E-07
17780,2.77E-07
17781,2.69E-07
17782,2.58E-07
17783,2.92E-07
17784,3.20E-07
17785,2.90E-07
17786,2.80E-07
17787,2.95E-07
17788,2.81E-07
17789,2.86E-07
17790,3.13E-07
17791,2.63E-07
17792,2.96E-07
17793,2.68E-07
17794,2.94E-07
17795,2.97E-07
17796,2.78E-07
17797,2.94E-07
17798,2.55E-07
17799,2.93E-07
17800,2.85E-07
17801,2.83E-07
17802,2.87E-07
17803,2.91E-07
17804,2.97E-07
17805,2.91E-07
17806,3.07E-07
17807,2.83E-07
17808,2.51E-07
17809,2.78E-07
17810,2.72E-07
17811,2.98E-07
17812,2.99E-07
17813,2.78E-07
17814,2.54E-07
17815,2.98E-07
17816,2.79E-07
17817,2.98E-07
17818,2.70E-07
17819,3.01E-07
17820,2.87E-07
17821,2.71E-07
17822,3.00E-07
17823,2.70E-07
17824,2.99E-07
17825,2.67E-07
17826,2.82E-07
17827,3.02E-07
17828,2.80E-07
17829,3.01E-07
17830,2.94E-07
17831,2.76E-07
17832,3.05E-07
17833,2.64E-07
17834,2.89E-07
17835,2.81E-07
17836,3.00E-07
17837,2.93E-07
17838,2.52E-07
17839,2.92E-07
17840,2.83E-07
17841,2.71E-07
17842,3.19E-07
17843,3.02E-07
17844,3.06E-07
17845,3.33E-07
17846,2.81E-07
17847,2.86E-07
17848,2.92E-07
17849,2.76E-07
17850,2.57E-07
17851,2.62E-07
17852,2.58E-07
17853,2.54E-07
17854,2.59E-07
17855,3.00E-07
17856,2.85E-07
17857,2.75E-07
17858,2.90E-07
17859,2.88E-07
17860,2.75E-07
17861,3.02E-07
17862,2.59E-07
17863,2.58E-07
17864,3.00E-07
17865,2.87E-07
17866,2.53E-07
17867,3.02E-07
17868,3.02E-07
17869,2.68E-07
17870,2.84E-07
17871,2.79E-07
17872,2.70E-07
17873,2.57E-07
17874,2.75E-07
17875,3.01E-07
17876,2.95E-07
17877,3.03E-07
17878,2.70E-07
17879,2.96E-07
17880,3.00E-07
17881,2.68E-07
17882,2.78E-07
17883,2.88E-07
17884,2.75E-07
17885,3.35E-07
17886,2.96E-07
17887,2.96E-07
17888,3.31E-07
17889,2.88E-07
17890,3.41E-07
17891,3.07E-07
17892,3.43E-07
17893,2.66E-07
17894,3.07E-07
17895,2.89E-07
17896,2.86E-07
17897,3.14E-07
17898,3.00E-07
17899,2.92E-07
17900,3.08E-07
17901,3.31E-07
17902,3.08E-07
17903,3.22E-07
17904,2.85E-07
17905,3.03E-07
17906,3.27E-07
17907,2.98E-07
17908,3.10E-07
17909,3.22E-07
17910,2.92E-07
17911,3.55E-07
17912,3.00E-07
17913,2.94E-07
17914,2.75E-07
17915,2.99E-07
17916,2.85E-07
17917,2.94E-07
17918,3.26E-07
17919,2.93E-07
17920,2.99E-07
17921,3.11E-07
17922,3.20E-07
17923,3.11E-07
17924,2.94E-07
17925,2.75E-07
17926,3.17E-07
17927,3.06E-07
17928,3.06E-07
17929,2.98E-07
17930,2.79E-07
17931,2.90E-07
17932,3.35E-07
17933,3.14E-07
17934,3.16E-07
17935,3.05E-07
17936,2.94E-07
17937,2.91E-07
17938,2.88E-07
17939,3.01E-07
17940,3.10E-07
17941,2.89E-07
17942,2.89E-07
17943,3.10E-07
17944,2.72E-07
17945,3.09E-07
17946,2.94E-07
17947,2.82E-07
17948,3.00E-07
17949,3.12E-07
17950,2.89E-07
17951,3.23E-07
17952,3.15E-07
17953,2.94E-07
17954,3.16E-07
17955,3.13E-07
17956,2.94E-07
17957,2.91E-07
17958,3.18E-07
17959,3.36E-07
17960,2.99E-07
17961,3.06E-07
17962,3.03E-07
17963,3.09E-07
17964,3.13E-07
17965,3.06E-07
17966,3.00E-07
17967,2.91E-07
17968,3.77E-07
17969,3.13E-07
17970,3.44E-07
17971,3.13E-07
17972,3.30E-07
17973,3.48E-07
17974,3.10E-07
17975,3.11E-07
17976,3.16E-07
17977,3.22E-07
17978,3.21E-07
17979,3.27E-07
17980,3.12E-07
17981,3.19E-07
17982,3.30E-07
17983,2.99E-07
17984,3.17E-07
17985,3.80E-07
17986,3.25E-07
17987,3.66E-07
17988,3.03E-07
17989,3.07E-07
17990,3.08E-07
17991,3.65E-07
17992,3.04E-07
17993,3.66E-07
17994,2.91E-07
17995,2.93E-07
17996,2.82E-07
17997,3.38E-07
17998,3.14E-07
17999,3.23E-07
18000,3.00E-07
18001,3.14E-07
18002,3.29E-07
18003,3.16E-07
18004,3.20E-07
18005,3.48E-07
18006,3.46E-07
18007,2.77E-07
18008,3.31E-07
18009,3.10E-07
18010,3.04E-07
18011,2.84E-07
18012,3.03E-07
18013,2.88E-07
18014,2.95E-07
18015,3.35E-07
18016,3.18E-07
18017,3.16E-07
18018,3.11E-07
18019,3.09E-07
18020,3.34E-07
18021,3.33E-07
18022,3.20E-07
18023,3.17E-07
18024,3.47E-07
18025,3.38E-07
18026,3.04E-07
18027,3.13E-07
18028,2.98E-07
18029,3.06E-07
18030,3.21E-07
18031,3.20E-07
18032,3.52E-07
18033,2.83E-07
18034,3.36E-07
18035,3.20E-07
18036,3.24E-07
18037,3.45E-07
18038,3.12E-07
18039,3.03E-07
18040,2.83E-07
18041,3.52E-07
18042,3.30E-07
18043,2.84E-07
18044,3.23E-07
18045,3.04E-07
18046,2.98E-07
18047,3.16E-07
18048,3.16E-07
18049,3.16E-07
18050,3.30E-07
18051,2.98E-07
18052,3.01E-07
18053,3.22E-07
18054,3.18E-07
18055,3.01E-07
18056,3.21E-07
18057,3.37E-07
18058,3.01E-07
18059,3.31E-07
18060,3.24E-07
18061,3.33E-07
18062,3.13E-07
18063,3.38E-07
18064,3.00E-07
18065,3.05E-07
18066,3.10E-07
18067,3.16E-07
18068,3.15E-07
18069,3.01E-07
18070,3.35E-07
18071,3.05E-07
18072,3.29E-07
18073,3.18E-07
18074,3.21E-07
18075,2.99E-07
18076,3.05E-07
18077,2.93E-07
18078,3.05E-07
18079,3.53E-07
18080,3.45E-07
18081,3.03E-07
18082,3.10E-07
18083,3.20E-07
18084,3.04E-07
18085,3.05E-07
18086,2.94E-07
18087,3.12E-07
18088,3.03E-07
18089,3.02E-07
18090,3.05E-07
18091,3.40E-07
18092,3.27E-07
18093,3.00E-07
18094,3.17E-07
18095,3.04E-07
18096,3.00E-07
18097,3.13E-07
18098,2.74E-07
18099,3.06E-07
18100,3.15E-07
18101,3.39E-07
18102,3.04E-07
18103,3.04E-07
18104,3.25E-07
18105,3.08E-07
18106,2.91E-07
18107,3.44E-07
18108,3.09E-07
18109,2.94E-07
18110,3.23E-07
18111,2.99E-07
18112,3.37E-07
18113,3.21E-07
18114,3.28E-07
18115,2.88E-07
18116,3.40E-07
18117,3.21E-07
18118,3.48E-07
18119,3.31E-07
18120,3.16E-07
18121,3.06E-07
18122,2.98E-07
18123,2.97E-07
18124,3.33E-07
18125,3.21E-07
18126,3.09E-07
18127,3.02E-07
18128,3.02E-07
18129,3.11E-07
18130,3.39E-07
18131,3.22E-07
18132,3.23E-07
18133,2.94E-07
18134,3.05E-07
18135,3.21E-07
18136,3.57E-07
18137,3.33E-07
18138,3.43E-07
18139,3.07E-07
18140,3.32E-07
18141,2.97E-07
18142,2.73E-07
18143,3.32E-07
18144,3.32E-07
18145,3.16E-07
18146,3.17E-07
18147,3.40E-07
18148,3.23E-07
18149,3.11E-07
18150,2.99E-07
18151,3.03E-07
18152,3.20E-07
18153,3.13E-07
18154,3.12E-07
18155,3.24E-07
18156,2.88E-07
18157,3.55E-07
18158,3.31E-07
18159,3.28E-07
18160,3.28E-07
18161,3.04E-07
18162,2.91E-07
18163,2.93E-07
18164,2.94E-07
18165,3.28E-07
18166,2.98E-07
18167,3.01E-07
18168,3.42E-07
18169,3.80E-07
18170,3.90E-07
18171,2.74E-07
18172,2.71E-07
18173,3.12E-07
18174,3.27E-07
18175,3.03E-07
18176,3.21E-07
18177,3.12E-07
18178,3.51E-07
18179,3.03E-07
18180,2.94E-07
18181,3.03E-07
18182,3.12E-07
18183,3.57E-07
18184,2.86E-07
18185,3.22E-07
18186,3.24E-07
18187,3.22E-07
18188,3.47E-07
18189,3.28E-07
18190,3.20E-07
18191,3.33E-07
18192,3.25E-07
18193,3.25E-07
18194,2.95E-07
18195,3.01E-07
18196,3.37E-07
18197,3.20E-07
18198,3.02E-07
18199,3.32E-07
18200,3.06E-07
18201,2.87E-07
18202,3.20E-07
18203,3.13E-07
18204,3.32E-07
18205,3.21E-07
18206,2.92E-07
18207,2.96E-07
18208,3.14E-07
18209,3.19E-07
18210,3.11E-07
18211,3.21E-07
18212,2.88E-07
18213,3.27E-07
18214,2.95E-07
18215,3.03E-07
18216,2.98E-07
18217,3.06E-07
18218,3.18E-07
18219,3.14E-07
18220,3.28E-07
18221,3.03E-07
18222,3.15E-07
18223,3.15E-07
18224,3.20E-07
18225,3.19E-07
18226,3.27E-07
18227,2.99E-07
18228,3.19E-07
18229,3.28E-07
18230,2.92E-07
18231,3.10E-07
18232,3.17E-07
18233,3.09E-07
18234,3.14E-07
18235,2.74E-07
18236,3.01E-07
18237,3.32E-07
18238,3.15E-07
18239,3.45E-07
18240,2.84E-07
18241,2.89E-07
18242,3.37E-07
18243,3.18E-07
18244,3.30E-07
18245,3.24E-07
18246,3.22E-07
18247,3.59E-07
18248,3.43E-07
18249,3.26E-07
18250,3.54E-07
18251,3.26E-07
18252,3.18E-07
18253,3.03E-07
18254,3.08E-07
18255,3.16E-07
18256,3.17E-07
18257,3.03E-07
18258,3.35E-07
18259,3.17E-07
18260,3.18E-07
18261,3.41E-07
18262,3.09E-07
18263,3.20E-07
18264,3.46E-07
18265,3.25E-07
18266,3.08E-07
18267,3.12E-07
18268,3.67E-07
18269,3.29E-07
18270,3.66E-07
18271,3.00E-07
18272,2.78E-07
18273,2.73E-07
18274,2.75E-07
18275,3.18E-07
18276,3.10E-07
18277,3.20E-07
18278,3.05E-07
18279,2.88E-07
18280,3.05E-07
18281,2.93E-07
18282,3.01E-07
